,Unnamed: 0,norm_intensity,norm_intensity_error,norm_volume,norm_volume_error,offset(hz),slp(hz),trelax(s)
54,56,0.3640430013536564,0.04384016986274643,0.28963675169295744,0.01438206831321395,1159.6758743466662,249.99929273984668,0.1
55,57,0.35478378930712623,0.04384016986274643,0.3772531560966835,0.01438206831321395,1221.7101016866666,249.99929273984668,0.1
56,58,0.3556681781484652,0.04384016986274643,0.3108969256081014,0.01438206831321395,1283.743729366665,249.99929273984668,0.1
57,59,0.3276764660058233,0.04384016986274643,0.3596057393749833,0.01438206831321395,1345.7773570466659,249.99929273984668,0.1
58,60,0.33712826551899266,0.04384016986274643,0.3252802001309078,0.01438206831321395,1407.810984726665,249.99929273984668,0.1
59,61,0.3830127656474787,0.04384016986274643,0.3688845112560546,0.01438206831321395,1469.8452120666657,249.99929273984668,0.1
60,62,0.3820576386486098,0.04384016986274643,0.34411169307470924,0.01438206831321395,1531.878839746666,249.99929273984668,0.1
61,63,0.3483787890744349,0.04384016986274643,0.3163705684888837,0.01438206831321395,1593.912467426665,249.99929273984668,0.1
62,64,0.34649006408116273,0.04384016986274643,0.3428272944840954,0.01438206831321395,1655.9460951066656,249.99929273984668,0.1
63,65,0.35889595056422585,0.04384016986274643,0.3206675703126633,0.01438206831321395,1717.980322446666,249.99929273984668,0.1
64,66,0.3848605369706021,0.04384016986274643,0.3602406605861445,0.01438206831321395,1780.0139501266653,249.99929273984668,0.1
65,67,0.32653789732040783,0.04384016986274643,0.37896785177729597,0.01438206831321395,1842.0475778066657,249.99929273984668,0.1
66,68,0.4173450124135754,0.04384016986274643,0.3641611917264136,0.01438206831321395,1904.0818051466656,249.99929273984668,0.1
67,69,0.3820020355430914,0.04384016986274643,0.36427627970448817,0.01438206831321395,1966.1154328266648,249.99929273984668,0.1
68,70,0.3886645340002469,0.04384016986274643,0.3656572307207478,0.01438206831321395,2028.1490605066656,249.99929273984668,0.1
69,71,0.3667062039549429,0.04384016986274643,0.3670883429212638,0.01438206831321395,2090.1826881866664,249.99929273984668,0.1
70,72,0.3632475612939256,0.04384016986274643,0.3280888075667221,0.01438206831321395,2152.2169155266647,249.99929273984668,0.1
71,73,0.3569696712172993,0.04384016986274643,0.3630170140663201,0.01438206831321395,2214.2505432066655,249.99929273984668,0.1
72,74,0.3870964373949095,0.04384016986274643,0.3319408514115766,0.01438206831321395,2276.2841708866667,249.99929273984668,0.1
73,75,0.3426707296592388,0.04384016986274643,0.3897755449321513,0.01438206831321395,2338.3177985666653,249.99929273984668,0.1
74,76,0.3931135108666841,0.04384016986274643,0.3785172388840704,0.01438206831321395,2400.352025906665,249.99929273984668,0.1
75,77,0.3952788754737291,0.04384016986274643,0.3736840674081144,0.01438206831321395,2462.3856535866657,249.99929273984668,0.1
76,78,0.3803538121918105,0.04384016986274643,0.3472610614574341,0.01438206831321395,2524.419281266665,249.99929273984668,0.1
77,79,0.4072008854410107,0.04384016986274643,0.4058552937450471,0.01438206831321395,2586.453508606665,249.99929273984668,0.1
78,80,0.3927358225233045,0.04384016986274643,0.3670139912702785,0.01438206831321395,2648.487136286666,249.99929273984668,0.1
79,81,0.354640775206033,0.04384016986274643,0.3874639416309521,0.01438206831321395,2710.520763966665,249.99929273984668,0.1
80,82,0.3772871430970606,0.04384016986274643,0.34143911774400754,0.01438206831321395,2772.5543916466663,249.99929273984668,0.1
81,83,0.4068322214735632,0.04384016986274643,0.33544857380792403,0.01438206831321395,2834.5886189866665,249.99929273984668,0.1
82,84,0.4081717140446403,0.04384016986274643,0.3721978721534881,0.01438206831321395,2896.622246666665,249.99929273984668,0.1
83,85,0.36447163897640106,0.04384016986274643,0.39922857195018,0.01438206831321395,3153.619132526665,249.99929273984668,0.1
84,86,0.3631236076460341,0.04384016986274643,0.3805841100608291,0.01438206831321395,3410.616618046665,249.99929273984668,0.1
91,1,0.3698414671584745,0.026398592729770298,0.3058976648172431,0.0247491521964551,-3416.243867473334,500.00089471625574,0.1
92,2,0.3557070185083071,0.026398592729770298,0.3431752601441822,0.0247491521964551,-3159.2463819533336,500.00089471625574,0.1
93,3,0.3636161900126284,0.026398592729770298,0.2983699069763574,0.0247491521964551,-2902.2494960933336,500.00089471625574,0.1
94,4,0.3703693220116188,0.026398592729770298,0.33923976305509584,0.0247491521964551,-2645.2520105733342,500.00089471625574,0.1
95,5,0.3587766315981332,0.026398592729770298,0.3039480351081739,0.0247491521964551,-2388.2551247133333,500.00089471625574,0.1
96,6,0.3164218336793151,0.026398592729770298,0.3040795445193587,0.0247491521964551,-2131.257639193333,500.00089471625574,0.1
97,7,0.3269942594892293,0.026398592729770298,0.3268512109188726,0.0247491521964551,-1874.2607533333328,500.00089471625574,0.1
98,8,0.2861469703466439,0.026398592729770298,0.3049323663837141,0.0247491521964551,-1812.2271256533331,500.00089471625574,0.1
99,9,0.3076808781650188,0.026398592729770298,0.26937149039411384,0.0247491521964551,-1750.1928983133341,500.00089471625574,0.1
100,10,0.2830162102549737,0.026398592729770298,0.2564067915488733,0.0247491521964551,-1688.159270633333,500.00089471625574,0.1
101,11,0.2870719027426698,0.026398592729770298,0.24618368219469386,0.0247491521964551,-1626.1256429533332,500.00089471625574,0.1
102,12,0.2386567062008351,0.026398592729770298,0.2567623938569585,0.0247491521964551,-1564.0920152733331,500.00089471625574,0.1
103,13,0.2779096796627844,0.026398592729770298,0.2487323625413023,0.0247491521964551,-1502.0577879333332,500.00089471625574,0.1
104,14,0.2490223829104209,0.026398592729770298,0.2074610962974348,0.0247491521964551,-1440.024160253333,500.00089471625574,0.1
105,15,0.25941287959122217,0.026398592729770298,0.2451492418548755,0.0247491521964551,-1377.9905325733334,500.00089471625574,0.1
106,16,0.2305177714773594,0.026398592729770298,0.1783317079549107,0.0247491521964551,-1315.9563052333333,500.00089471625574,0.1
107,17,0.2577641783560612,0.026398592729770298,0.19162157806705465,0.0247491521964551,-1253.9226775533334,500.00089471625574,0.1
108,18,0.20414930283598612,0.026398592729770298,0.14898940985429515,0.0247491521964551,-1191.8890498733335,500.00089471625574,0.1
109,19,0.1963216046720341,0.026398592729770298,0.16673586831194534,0.0247491521964551,-1129.8554221933334,500.00089471625574,0.1
110,20,0.20211822285646366,0.026398592729770298,0.1296581715912144,0.0247491521964551,-1067.8211948533335,500.00089471625574,0.1
111,21,0.11805121649356386,0.026398592729770298,0.1178280236841675,0.0247491521964551,-1005.7875671733336,500.00089471625574,0.1
112,22,0.14248267746594395,0.026398592729770298,0.18409683107123287,0.0247491521964551,-943.7539394933336,500.00089471625574,0.1
113,23,0.170048846207311,0.026398592729770298,0.1581642074753261,0.0247491521964551,-881.7203118133339,500.00089471625574,0.1
114,24,0.13249597777877636,0.026398592729770298,0.13740357051814922,0.0247491521964551,-819.6860844733337,500.00089471625574,0.1
115,25,0.11779801918991142,0.026398592729770298,0.0851664732079235,0.0247491521964551,-757.6524567933337,500.00089471625574,0.1
116,26,0.08201845581142198,0.026398592729770298,0.05128342288924707,0.0247491521964551,-695.6188291133342,500.00089471625574,0.1
117,27,0.12051402118390846,0.026398592729770298,0.0671025533973372,0.0247491521964551,-633.5846017733337,500.00089471625574,0.1
118,28,0.082709131355603,0.026398592729770298,0.06636040159511704,0.0247491521964551,-571.550974093333,500.00089471625574,0.1
119,29,0.08054840797313229,0.026398592729770298,0.04466572522798549,0.0247491521964551,-509.51734641333405,500.00089471625574,0.1
120,30,0.041552046135748866,0.026398592729770298,0.027694892717855427,0.0247491521964551,-447.48371873333326,500.00089471625574,0.1
121,31,0.03534657037133785,0.026398592729770298,0.00971458407469419,0.0247491521964551,-385.4494913933331,500.00089471625574,0.1
122,32,0.04641435409069662,0.026398592729770298,0.01193208651849677,0.0247491521964551,-323.41586371333324,500.00089471625574,0.1
123,33,0.03769566515633012,0.026398592729770298,0.007762135999584791,0.0247491521964551,-261.38223603333336,500.00089471625574,0.1
124,36,0.028950446990463,0.026398592729770298,0.00849795427415264,0.0247491521964551,-75.28075333333345,500.00089471625574,0.1
125,41,0.006714327170897051,0.026398592729770298,0.0011167310366224856,0.0247491521964551,240.329779294666,500.00089471625574,0.1
126,42,0.04298403248518466,0.026398592729770298,0.01612123655120028,0.0247491521964551,303.45190980666666,500.00089471625574,0.1
127,43,0.03543636323166945,0.026398592729770298,0.0009073309561038863,0.0247491521964551,366.5739803526667,500.00089471625574,0.1
128,44,0.09670360544729074,0.026398592729770298,0.07624394139117673,0.0247491521964551,429.6961108646666,500.00089471625574,0.1
129,45,0.0942869969808668,0.026398592729770298,0.05945139392090309,0.0247491521964551,492.81819340386664,500.00089471625574,0.1
130,46,0.0865354805898166,0.026398592729770298,0.07389293377603269,0.0247491521964551,555.9402999294662,500.00089471625574,0.1
131,47,0.10302946437158228,0.026398592729770298,0.10756609593469964,0.0247491521964551,619.0623824686672,500.00089471625574,0.1
132,48,0.17810521567967036,0.026398592729770298,0.15227477946993642,0.0247491521964551,682.184512980667,500.00089471625574,0.1
133,49,0.16223651878695436,0.026398592729770298,0.12932074188369366,0.0247491521964551,745.306583526667,500.00089471625574,0.1
134,50,0.1149840812012026,0.026398592729770298,0.10452011000767622,0.0247491521964551,808.4287140386667,500.00089471625574,0.1
135,51,0.15342173330751946,0.026398592729770298,0.19858103890212545,0.0247491521964551,871.5508445506666,500.00089471625574,0.1
136,52,0.16269310546555926,0.026398592729770298,0.14957200837416373,0.0247491521964551,934.6729150966668,500.00089471625574,0.1
137,53,0.16035759237039965,0.026398592729770298,0.17670563656003208,0.0247491521964551,997.7950456086663,500.00089471625574,0.1
138,54,0.2029397177074746,0.026398592729770298,0.17342585851379524,0.0247491521964551,1060.9171161546665,500.00089471625574,0.1
139,55,0.22206264459943045,0.026398592729770298,0.200021190614307,0.0247491521964551,1124.0392466666665,500.00089471625574,0.1
140,56,0.25472278695939393,0.026398592729770298,0.23296736272625426,0.0247491521964551,1186.072874346667,500.00089471625574,0.1
141,57,0.27062688695826004,0.026398592729770298,0.22101301746032065,0.0247491521964551,1248.1071016866672,500.00089471625574,0.1
142,58,0.30136816416626105,0.026398592729770298,0.2373265287279065,0.0247491521964551,1310.1407293666662,500.00089471625574,0.1
143,59,0.28039936215613737,0.026398592729770298,0.25390596213274497,0.0247491521964551,1372.174357046667,500.00089471625574,0.1
144,60,0.2703539932645905,0.026398592729770298,0.2863855607899655,0.0247491521964551,1434.207984726666,500.00089471625574,0.1
145,61,0.3002149384309327,0.026398592729770298,0.24276293208135705,0.0247491521964551,1496.2422120666656,500.00089471625574,0.1
146,62,0.2510669017914475,0.026398592729770298,0.29442107614484514,0.0247491521964551,1558.2758397466669,500.00089471625574,0.1
147,63,0.2702792393749735,0.026398592729770298,0.2981796860864261,0.0247491521964551,1620.3094674266656,500.00089471625574,0.1
148,64,0.3513883015202337,0.026398592729770298,0.2947102248011623,0.0247491521964551,1682.3430951066666,500.00089471625574,0.1
149,65,0.31507298793396626,0.026398592729770298,0.3242390877655601,0.0247491521964551,1744.3773224466668,500.00089471625574,0.1
150,66,0.3143114641809179,0.026398592729770298,0.3171336009448892,0.0247491521964551,1806.4109501266657,500.00089471625574,0.1
151,67,0.33846075021827715,0.026398592729770298,0.2837260168268962,0.0247491521964551,1868.4445778066665,500.00089471625574,0.1
152,68,0.30359721596356715,0.026398592729770298,0.3132379975528998,0.0247491521964551,1930.478805146667,500.00089471625574,0.1
153,69,0.3585889069427465,0.026398592729770298,0.32060854626937657,0.0247491521964551,1992.5124328266656,500.00089471625574,0.1
154,70,0.3636476454414616,0.026398592729770298,0.2915706661107595,0.0247491521964551,2054.5460605066664,500.00089471625574,0.1
155,71,0.3894166130860463,0.026398592729770298,0.3075455648388352,0.0247491521964551,2116.5796881866668,500.00089471625574,0.1
156,72,0.3448049196458681,0.026398592729770298,0.36414794661800376,0.0247491521964551,2178.6139155266656,500.00089471625574,0.1
157,73,0.3392990436961683,0.026398592729770298,0.3164311062733681,0.0247491521964551,2240.6475432066663,500.00089471625574,0.1
158,74,0.33086945073109725,0.026398592729770298,0.3630721071585565,0.0247491521964551,2302.6811708866667,500.00089471625574,0.1
159,75,0.3365147552839031,0.026398592729770298,0.2844905564127702,0.0247491521964551,2364.714798566666,500.00089471625574,0.1
160,76,0.3490399374755108,0.026398592729770298,0.3069308147948912,0.0247491521964551,2426.7490259066667,500.00089471625574,0.1
161,77,0.3562014860905269,0.026398592729770298,0.3279813531196513,0.0247491521964551,2488.782653586667,500.00089471625574,0.1
162,78,0.4024398325680859,0.026398592729770298,0.3763486435282745,0.0247491521964551,2550.816281266666,500.00089471625574,0.1
163,79,0.3879747029477811,0.026398592729770298,0.35540219441858145,0.0247491521964551,2612.850508606666,500.00089471625574,0.1
164,80,0.3928153952695905,0.026398592729770298,0.3447706854375173,0.0247491521964551,2674.884136286667,500.00089471625574,0.1
165,81,0.3641013343569297,0.026398592729770298,0.3600196479146457,0.0247491521964551,2736.917763966666,500.00089471625574,0.1
166,82,0.4025592708052044,0.026398592729770298,0.3641107411754281,0.0247491521964551,2798.9513916466667,500.00089471625574,0.1
167,83,0.3673973929371013,0.026398592729770298,0.3742861071293083,0.0247491521964551,2860.985618986667,500.00089471625574,0.1
168,84,0.34518305673694233,0.026398592729770298,0.3547440021815723,0.0247491521964551,2923.0192466666663,500.00089471625574,0.1
169,85,0.3696042285503583,0.026398592729770298,0.3516281001309574,0.0247491521964551,3180.0161325266663,500.00089471625574,0.1
170,86,0.3392895944685482,0.026398592729770298,0.3751319395319082,0.0247491521964551,3437.013618046666,500.00089471625574,0.1
