Unnamed: 0,norm_intensity,norm_intensity_error,norm_volume,norm_volume_error,offset(hz),slp(hz),trelax(s)
0,0.1636913935192437,0.006975458375416225,0.11257246662818864,0.006975447561676997,-3896.657753333333,500.00089471625574,0.1
1,0.16092800226366666,0.006975458375416225,0.1609279675308499,0.006975447561676997,-3639.660867473333,500.00089471625574,0.1
2,0.16042163123144787,0.006975458375416225,0.16042166222939386,0.006975447561676997,-3382.6633819533336,500.00089471625574,0.1
3,0.1825644808783524,0.006975458375416225,0.1825644651847508,0.006975447561676997,-3125.666496093333,500.00089471625574,0.1
4,0.1814361068043316,0.006975458375416225,0.1814361386397444,0.006975447561676997,-2868.6690105733333,500.00089471625574,0.1
5,0.14729182059975507,0.006975458375416225,0.14729178562897702,0.006975447561676997,-2611.6721247133332,500.00089471625574,0.1
6,0.13909248112088812,0.006975458375416225,0.13909248458914816,0.006975447561676997,-2354.674639193333,500.00089471625574,0.1
7,0.1677870987326343,0.006975458375416225,0.1204154702091037,0.006975447561676997,-2097.6777533333325,500.00089471625574,0.1
8,0.13115305130524246,0.006975458375416225,0.1061282035247358,0.006975447561676997,-2035.6441256533328,500.00089471625574,0.1
9,0.12531128331319327,0.006975458375416225,0.1253112925432288,0.006975447561676997,-1973.6098983133331,500.00089471625574,0.1
10,0.12921175505292448,0.006975458375416225,0.09314725833949287,0.006975447561676997,-1911.5762706333328,500.00089471625574,0.1
11,0.12443858230103425,0.006975458375416225,0.1244385406105291,0.006975447561676997,-1849.542642953333,500.00089471625574,0.1
12,0.10741988256451973,0.006975458375416225,0.1072639881736513,0.006975447561676997,-1787.5090152733328,500.00089471625574,0.1
13,0.10142136032216828,0.006975458375416225,0.10142137108141994,0.006975447561676997,-1725.474787933333,500.00089471625574,0.1
14,0.09859935626980076,0.006975458375416225,0.08644957347846992,0.006975447561676997,-1663.4411602533328,500.00089471625574,0.1
15,0.14166600267333432,0.006975458375416225,0.0714321661101708,0.006975447561676997,-1601.4075325733331,500.00089471625574,0.1
16,0.12555576241916933,0.006975458375416225,0.05690413337857745,0.006975447561676997,-1539.3733052333328,500.00089471625574,0.1
17,0.07049529756683044,0.006975458375416225,0.06407460051730024,0.006975447561676997,-1477.3396775533329,500.00089471625574,0.1
18,0.06098366109987612,0.006975458375416225,0.06098367008423813,0.006975447561676997,-1415.3060498733332,500.00089471625574,0.1
19,0.0638403741890698,0.006975458375416225,0.06384037761072081,0.006975447561676997,-1353.2724221933329,500.00089471625574,0.1
20,0.05825944868989905,0.006975458375416225,0.04381127050209698,0.006975447561676997,-1291.238194853333,500.00089471625574,0.1
21,0.08075949435968434,0.006975458375416225,0.031130264114269432,0.006975447561676997,-1229.204567173333,500.00089471625574,0.1
22,0.03618344406150924,0.006975458375416225,0.017526528808784466,0.006975447561676997,-1167.1709394933332,500.00089471625574,0.1
23,0.03778193318840788,0.006975458375416225,0.037781931705296735,0.006975447561676997,-1105.1373118133333,500.00089471625574,0.1
24,0.03243566876307176,0.006975458375416225,0.032435662961364464,0.006975447561676997,-1043.1030844733332,500.00089471625574,0.1
25,0.04054843387617541,0.006975458375416225,0.015058134766656175,0.006975447561676997,-981.0694567933333,500.00089471625574,0.1
26,0.0385123349231601,0.006975458375416225,0.038512333807303095,0.006975447561676997,-919.0358291133334,500.00089471625574,0.1
27,0.01821319977285598,0.006975458375416225,0.018213197204569383,0.006975447561676997,-857.0016017733333,500.00089471625574,0.1
28,0.039543737467530725,0.006975458375416225,0.02046406834186103,0.006975447561676997,-794.9679740933325,500.00089471625574,0.1
